
[34m[1mwandb[39m[22m: [33mWARNING[39m When using several event log directories, please call `wandb.tensorboard.patch(root_logdir="...")` before `wandb.init`
Collecting experience...
Ep:  222 | Ep_r:  80.0 | Steps:  79 | Ep_Loss: 0.6938
Ep:  225 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 4.7529
Ep:  228 | Ep_r:  271.0 | Steps:  270 | Ep_Loss: 2.8270
Ep:  231 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 5.2112
Ep:  234 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 6.1691
Ep:  237 | Ep_r:  153.0 | Steps:  152 | Ep_Loss: 2.0479
Ep:  240 | Ep_r:  159.0 | Steps:  158 | Ep_Loss: 1.8675
Ep:  243 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 6.9257
Ep:  246 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 8.5043
Ep:  249 | Ep_r:  273.0 | Steps:  272 | Ep_Loss: 4.7620
Ep:  252 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 10.4002
Ep:  255 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 13.5449
Ep:  258 | Ep_r:  238.0 | Steps:  237 | Ep_Loss: 4.7463
Ep:  261 | Ep_r:  325.0 | Steps:  324 | Ep_Loss: 5.1918
Ep:  264 | Ep_r:  173.0 | Steps:  172 | Ep_Loss: 2.8905
Ep:  267 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 7.3577
Ep:  270 | Ep_r:  75.0 | Steps:  74 | Ep_Loss: 0.9128
Ep:  273 | Ep_r:  88.0 | Steps:  87 | Ep_Loss: 1.1743
Ep:  276 | Ep_r:  85.0 | Steps:  84 | Ep_Loss: 1.2011
Ep:  279 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 7.4473
Ep:  282 | Ep_r:  137.0 | Steps:  136 | Ep_Loss: 1.9732
Ep:  285 | Ep_r:  126.0 | Steps:  125 | Ep_Loss: 1.9433
Ep:  288 | Ep_r:  92.0 | Steps:  91 | Ep_Loss: 1.7521
Ep:  291 | Ep_r:  99.0 | Steps:  98 | Ep_Loss: 1.7892
Ep:  294 | Ep_r:  38.0 | Steps:  37 | Ep_Loss: 0.5385
Ep:  297 | Ep_r:  60.0 | Steps:  59 | Ep_Loss: 0.9783
Ep:  300 | Ep_r:  129.0 | Steps:  128 | Ep_Loss: 1.6052
Ep:  303 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 5.2866
Ep:  306 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 6.2402
Ep:  309 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 6.0387
Ep:  312 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 7.0287
Ep:  315 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 7.2199
Ep:  318 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 7.6004
Ep:  321 | Ep_r:  227.0 | Steps:  226 | Ep_Loss: 3.1953
Ep:  324 | Ep_r:  178.0 | Steps:  177 | Ep_Loss: 3.1877
Ep:  327 | Ep_r:  19.0 | Steps:  18 | Ep_Loss: 0.4125
Ep:  330 | Ep_r:  10.0 | Steps:  9 | Ep_Loss: 0.2575
Ep:  333 | Ep_r:  10.0 | Steps:  9 | Ep_Loss: 0.2065
Ep:  336 | Ep_r:  8.0 | Steps:  7 | Ep_Loss: 0.2774
Ep:  339 | Ep_r:  10.0 | Steps:  9 | Ep_Loss: 0.3866
Ep:  342 | Ep_r:  9.0 | Steps:  8 | Ep_Loss: 0.2338
Ep:  345 | Ep_r:  10.0 | Steps:  9 | Ep_Loss: 0.2819
Ep:  348 | Ep_r:  9.0 | Steps:  8 | Ep_Loss: 0.1782
Ep:  351 | Ep_r:  10.0 | Steps:  9 | Ep_Loss: 0.2746
Ep:  354 | Ep_r:  11.0 | Steps:  10 | Ep_Loss: 0.2315
Ep:  357 | Ep_r:  11.0 | Steps:  10 | Ep_Loss: 0.3321
Ep:  360 | Ep_r:  13.0 | Steps:  12 | Ep_Loss: 0.2884
Ep:  363 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 7.2517
Ep:  366 | Ep_r:  472.0 | Steps:  471 | Ep_Loss: 5.7300
Ep:  369 | Ep_r:  59.0 | Steps:  58 | Ep_Loss: 0.8279
Ep:  372 | Ep_r:  69.0 | Steps:  68 | Ep_Loss: 0.9148
Ep:  375 | Ep_r:  68.0 | Steps:  67 | Ep_Loss: 0.8579
Ep:  378 | Ep_r:  79.0 | Steps:  78 | Ep_Loss: 0.9391
Ep:  381 | Ep_r:  116.0 | Steps:  115 | Ep_Loss: 1.1341
Ep:  384 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 4.9745
Ep:  387 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 5.2404
Ep:  390 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 5.1928
Ep:  393 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 5.0958
Ep:  396 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 5.1155
Ep:  399 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 5.3191
Ep:  402 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 5.2126
Ep:  405 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 5.4620
Ep:  408 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 4.4531
Ep:  411 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 4.7313
